a,b,obs,expA,expB,null_mean,null_sd,z,ratioA,ratioB
20:5,22:0,47.0,66.14371096635551,42.67154384637687,44.105,6.85740293405601,0.4221714879291294,0.7105739807055412,1.101436595994889
20:5,22:1,70.0,84.60855550332415,54.583839237189956,56.805,7.3869462567423625,1.7862591037475593,0.8273394999309472,1.2824308619227072
20:5,22:2,48.0,65.87992747297025,42.501368197936685,44.005,6.762024474963101,0.5907993996164584,0.7285982520198406,1.1293754068446733
20:5,22:4,47.0,64.56101000604392,41.65048995573574,43.28,7.092362088895349,0.5245079077144801,0.7279935675665555,1.1284381060090642
20:5,22:6,47.0,65.2864146128534,42.11847298894626,43.53,6.596142812280523,0.5260650199294723,0.7199047501491492,1.1158999048311857
21:0,22:0,47.0,66.27842320864951,42.75845126765259,44.31,7.286556113830455,0.36917303016361414,0.7091297246471967,1.0991979037266069
21:0,22:1,70.0,84.78087435363642,54.69500795254065,57.14,6.967094085772059,1.8458197695739769,0.8256579155814942,1.2798242951301813
21:0,22:2,48.0,66.01410247800685,42.58792902929704,44.1,6.236986451805073,0.6253019835999937,0.7271173612637027,1.1270799283754769
21:0,22:4,47.0,64.6924988247935,41.73531783751932,43.215,6.450486415767422,0.5867774546037379,0.7265139058438592,1.1261445326228672
21:0,22:6,47.0,65.41938083406085,42.20425399299707,44.6,6.461423991660045,0.37143515161638535,0.7184415291122608,1.113631815593724
22:0,22:1,72.0,86.41790343160298,55.751110748372234,57.775,7.470901886653308,1.9040539168922594,0.8331606894048952,1.2914540900353664
22:0,22:2,48.0,67.28876502585454,43.410256927220466,44.985,5.961943894402228,0.505707543278097,0.7133434531241112,1.1057294611380548
22:0,22:4,47.0,65.94164260291451,42.5411827144633,44.05,6.755553271198446,0.436677779239341,0.712751429063168,1.104811784746661
22:0,22:6,47.0,66.68255993553153,43.01917353147974,44.095,7.130636367113384,0.4073970190652142,0.7048319687402439,1.0925360982494758
22:1,22:2,70.0,86.07326573097845,55.52877331767084,58.145,7.755899367578204,1.5285139012449238,0.8132606495817719,1.2606077141222207
22:1,22:4,70.0,84.35007722785575,54.41708616416392,56.135,7.964720647957466,1.740801794919907,0.8298747588684272,1.2863606807028585
22:1,22:6,70.0,85.29783090457323,55.02851409859272,56.32,7.866231626388838,1.7390792249376081,0.8206539282143335,1.2720677842506045
22:2,22:4,48.0,65.67866496541535,42.37152695089614,43.16,6.473360796371543,0.7476796292140748,0.7308309330781241,1.1328362099299993
22:2,22:6,48.0,66.41662749311665,42.84761152337812,44.275,6.673782660530683,0.5581542266921529,0.7227105893772561,1.120249140930777
22:4,22:6,47.0,65.08696528104224,41.98980148287005,43.61,6.605898879032282,0.5131777010332638,0.7221107912629874,1.1193194142433345
18:3,22:3,69.0,80.88053186488483,52.17876516705031,53.66,7.506956773553448,2.0434379020326707,0.8531101169718829,1.322377020213041
18:3,22:5,68.0,80.25062118057888,51.772388491294464,53.94,7.06656918171753,1.98965008881194,0.8473454659869524,1.3134414304921282
22:1,22:3,58.0,55.3143509502384,35.68515762757225,37.09,5.962541404468399,3.5068938866118056,1.0485524823779935,1.625325593495098
22:1,22:5,58.0,54.88355382445773,35.40723583919552,36.64,5.766315981629863,3.704271508541671,1.0567828786289981,1.6380832512148398
22:2,22:3,56.0,43.07017661674837,27.786026866675506,28.975,4.885117705849062,5.532108257625472,1.300203630421699,2.0154014918614447
